timestamp_utc,value
2025-09-04T14:35:00.000000Z,11429.816372070312
2025-09-04T14:40:00.000000Z,11422.361683044433
2025-09-04T14:45:00.000000Z,11429.242595825195
2025-09-04T14:50:00.000000Z,11428.182506713867
2025-09-04T14:55:00.000000Z,11431.2015725708
2025-09-04T15:00:00.000000Z,11425.905964050293
2025-09-04T15:05:00.000000Z,11432.900913391113
2025-09-04T15:10:00.000000Z,11428.070125732422
2025-09-04T15:15:00.000000Z,11439.98999420166
2025-09-04T15:20:00.000000Z,11438.307872924805
2025-09-04T15:25:00.000000Z,11441.797985229492
2025-09-04T15:30:00.000000Z,11439.811229858398
2025-09-04T15:35:00.000000Z,11438.975155029297
2025-09-04T15:40:00.000000Z,11440.940395507812
2025-09-04T15:45:00.000000Z,11440.490223083496
2025-09-04T15:50:00.000000Z,11442.516636047363
2025-09-04T15:55:00.000000Z,11436.250293884277
2025-09-04T16:00:00.000000Z,11435.817035827637
2025-09-04T16:05:00.000000Z,11438.35026184082
2025-09-04T16:10:00.000000Z,11436.546093139648
2025-09-04T16:15:00.000000Z,11436.562465820312
2025-09-04T16:20:00.000000Z,11432.640354309082
2025-09-04T16:25:00.000000Z,11428.18781677246
2025-09-04T16:30:00.000000Z,11429.229763183594
2025-09-04T16:35:00.000000Z,11431.210727844238
2025-09-04T16:40:00.000000Z,11429.526218566894
2025-09-04T16:45:00.000000Z,11436.39201751709
2025-09-04T16:50:00.000000Z,11437.242679748535
2025-09-04T16:55:00.000000Z,11429.770122680664
2025-09-04T17:00:00.000000Z,11441.92676940918
2025-09-04T17:05:00.000000Z,11440.315319213867
2025-09-04T17:10:00.000000Z,11435.062992248535
2025-09-04T17:15:00.000000Z,11439.874157104492
2025-09-04T17:20:00.000000Z,11442.675869140625
2025-09-04T17:25:00.000000Z,11445.732860717773
2025-09-04T17:30:00.000000Z,11445.892872009277
2025-09-04T17:35:00.000000Z,11447.427120361328
2025-09-04T17:40:00.000000Z,11448.387142333984
2025-09-04T17:45:00.000000Z,11450.836078796387
2025-09-04T17:50:00.000000Z,11454.736187133789
2025-09-04T17:55:00.000000Z,11452.021831665039
2025-09-04T18:00:00.000000Z,11455.39509979248
2025-09-04T18:05:00.000000Z,11456.301166687012
2025-09-04T18:10:00.000000Z,11456.103740844726
2025-09-04T18:15:00.000000Z,11458.341549072265
2025-09-04T18:20:00.000000Z,11458.049808654785
2025-09-04T18:25:00.000000Z,11453.878925476074
2025-09-04T18:30:00.000000Z,11457.556835327148
2025-09-04T18:35:00.000000Z,11456.016880187988
2025-09-04T18:40:00.000000Z,11454.48243347168
2025-09-04T18:45:00.000000Z,11459.453159484863
2025-09-04T18:50:00.000000Z,11458.808635864258
2025-09-04T18:55:00.000000Z,11459.267307434082
2025-09-04T19:00:00.000000Z,11458.895946655273
2025-09-04T19:05:00.000000Z,11458.767261657715
2025-09-04T19:10:00.000000Z,11463.414997253418
2025-09-04T19:15:00.000000Z,11460.569744262695
2025-09-04T19:20:00.000000Z,11462.266246948242
2025-09-04T19:25:00.000000Z,11457.324100646973
2025-09-04T19:30:00.000000Z,11458.135868225098
2025-09-04T19:35:00.000000Z,11462.095539245605
2025-09-04T19:40:00.000000Z,11464.248478088379
2025-09-04T19:45:00.000000Z,11462.192493591308
2025-09-04T19:50:00.000000Z,11473.60066619873
2025-09-04T19:55:00.000000Z,11475.833622131348
2025-09-05T13:30:00.000000Z,11503.137378845215
2025-09-05T13:35:00.000000Z,11495.702556762695
2025-09-05T13:40:00.000000Z,11498.25782409668
2025-09-05T13:45:00.000000Z,11514.680973205566
2025-09-05T13:50:00.000000Z,11508.988453063965
2025-09-05T13:55:00.000000Z,11504.98731628418
2025-09-05T14:00:00.000000Z,11493.225002441406
2025-09-05T14:05:00.000000Z,11480.070545349121
2025-09-05T14:10:00.000000Z,11473.941150817871
2025-09-05T14:15:00.000000Z,11443.970508728027
2025-09-05T14:20:00.000000Z,11430.065082702637
2025-09-05T14:25:00.000000Z,11430.972522888183
2025-09-05T14:30:00.000000Z,11425.631153259277
2025-09-05T14:35:00.000000Z,11413.173481140137
2025-09-05T14:40:00.000000Z,11406.229953918457
2025-09-05T14:45:00.000000Z,11390.910900268555
2025-09-05T14:50:00.000000Z,11413.290760192871
2025-09-05T14:55:00.000000Z,11387.633274230957
2025-09-05T15:00:00.000000Z,11385.389995727539
2025-09-05T15:05:00.000000Z,11382.8099710083
2025-09-05T15:10:00.000000Z,11396.742092285156
2025-09-05T15:15:00.000000Z,11401.070499572754
2025-09-05T15:20:00.000000Z,11410.329464111328
2025-09-05T15:25:00.000000Z,11415.940082702637
2025-09-05T15:30:00.000000Z,11409.113094482422
2025-09-05T15:35:00.000000Z,11418.90259185791
2025-09-05T15:40:00.000000Z,11423.959095153808
2025-09-05T15:45:00.000000Z,11416.92235961914
2025-09-05T15:50:00.000000Z,11411.232090148926
2025-09-05T15:55:00.000000Z,11404.560016784668
2025-09-05T16:00:00.000000Z,11403.581752929687
2025-09-05T16:05:00.000000Z,11407.640285644531
2025-09-05T16:10:00.000000Z,11415.935230407715
2025-09-05T16:15:00.000000Z,11409.78661743164
2025-09-05T16:20:00.000000Z,11412.543361816406
2025-09-05T16:25:00.000000Z,11408.21110168457
2025-09-05T16:30:00.000000Z,11400.914791259765
2025-09-05T16:35:00.000000Z,11399.181690368652
2025-09-05T16:40:00.000000Z,11407.162662658691
2025-09-05T16:45:00.000000Z,11398.66495147705
2025-09-05T16:50:00.000000Z,11401.559192810058
2025-09-05T16:55:00.000000Z,11410.235103759765
2025-09-05T17:00:00.000000Z,11400.093158874512
2025-09-05T17:05:00.000000Z,11407.190502319336
2025-09-05T17:10:00.000000Z,11408.311123046875
2025-09-05T17:15:00.000000Z,11410.045314941406
2025-09-05T17:20:00.000000Z,11413.037388000488
2025-09-05T17:25:00.000000Z,11402.294986877441
2025-09-05T17:30:00.000000Z,11403.717350158691
2025-09-05T17:35:00.000000Z,11401.464962158203
2025-09-05T17:40:00.000000Z,11390.673290405273
2025-09-05T17:45:00.000000Z,11389.169635925293
2025-09-05T17:50:00.000000Z,11387.821521911621
2025-09-05T17:55:00.000000Z,11388.77392211914
2025-09-05T18:00:00.000000Z,11385.894573364258
2025-09-05T18:05:00.000000Z,11383.465084228515
2025-09-05T18:10:00.000000Z,11391.865024719238
2025-09-05T18:15:00.000000Z,11397.281826171875
2025-09-05T18:20:00.000000Z,11391.588413391113
2025-09-05T18:25:00.000000Z,11395.208789978027
2025-09-05T18:30:00.000000Z,11395.897327575683
2025-09-05T18:35:00.000000Z,11392.898273620605
2025-09-05T18:40:00.000000Z,11394.165409240723
2025-09-05T18:45:00.000000Z,11392.662853393555
2025-09-05T18:50:00.000000Z,11391.936268005371
2025-09-05T18:55:00.000000Z,11394.032993469238
2025-09-05T19:00:00.000000Z,11390.9490625
2025-09-05T19:05:00.000000Z,11396.165020141601
2025-09-05T19:10:00.000000Z,11397.201534423828
2025-09-05T19:15:00.000000Z,11397.97022644043
2025-09-05T19:20:00.000000Z,11402.684635314941
2025-09-05T19:25:00.000000Z,11403.053272399902
2025-09-05T19:30:00.000000Z,11392.877330932617
2025-09-05T19:35:00.000000Z,11392.86639038086
2025-09-05T19:40:00.000000Z,11394.745762023926
2025-09-05T19:45:00.000000Z,11398.336231384277
2025-09-05T19:50:00.000000Z,11397.462024841308
2025-09-05T19:55:00.000000Z,11400.995952758789
